Date ,price
15-Dec-21,6943.9
16-Dec-21,7017.8
17-Dec-21,7019.6
18-Dec-21,6989.4
19-Dec-21,6989.4
20-Dec-21,6979
21-Dec-21,6942.1
22-Dec-21,7001.2
23-Dec-21,6991.1
24-Dec-21,6953.2
25-Dec-21,6953.2
26-Dec-21,6953.2
27-Dec-21,6969
28-Dec-21,6951.6
29-Dec-21,6931.5
30-Dec-21,6940.3
31-Dec-21,6980.5
1-Jan-22,6980.5
2-Jan-22,6980.5
3-Jan-22,6879.8
4-Jan-22,6934.3
5-Jan-22,6923.7
6-Jan-22,6837.5
7-Jan-22,6859.6
8-Jan-22,6858.7
9-Jan-22,6824.6
10-Jan-22,6852.6
11-Jan-22,6911.4
12-Jan-22,6943.3
13-Jan-22,6907.7
14-Jan-22,6916.7
15-Jan-22,6917.3
16-Jan-22,6917.3
17-Jan-22,6936.1
18-Jan-22,6951.9
19-Jan-22,7038.1
20-Jan-22,7043.1
21-Jan-22,6996.9
22-Jan-22,7011.8
23-Jan-22,7011.8
24-Jan-22,7042.6
25-Jan-22,7102.3
26-Jan-22,6991.5
27-Jan-22,6916.4
28-Jan-22,6889.7
29-Jan-22,6906.4
30-Jan-22,6900.4
31-Jan-22,6901.4
1-Feb-22,6909.2
2-Feb-22,6955.2
3-Feb-22,6930.6
4-Feb-22,6932.8
5-Feb-22,6939.4
6-Feb-22,6939.4
7-Feb-22,7015
8-Feb-22,7010.6
9-Feb-22,7041.8
10-Feb-22,7035.3
11-Feb-22,7191.5
12-Feb-22,7213.7
13-Feb-22,7213.7
14-Feb-22,7254.7
15-Feb-22,7185.9
16-Feb-22,7240.7
17-Feb-22,7308.2
18-Feb-22,7263.3
19-Feb-22,7279.6
20-Feb-22,7279.6
21-Feb-22,7295
22-Feb-22,7291.4
23-Feb-22,7304.5
24-Feb-22,7245.6
25-Feb-22,7299.4
26-Feb-22,7249.8
27-Feb-22,7249.8
28-Feb-22,7389.5
1-Mar-22,7541.4
2-Mar-22,7511.8
3-Mar-22,7549.5
4-Mar-22,7724.7
5-Mar-22,7749.5
6-Mar-22,7749.5
7-Mar-22,7872.9
8-Mar-22,8012.4
9-Mar-22,7843.2
10-Mar-22,7824.6
11-Mar-22,7773.8
12-Mar-22,7782.8
13-Mar-22,7782.8
14-Mar-22,7669.4
15-Mar-22,7522.9
16-Mar-22,7557.5
17-Mar-22,7541.6
18-Mar-22,7473.5
19-Mar-22,7480.1
20-Mar-22,7480.1
21-Mar-22,7559.9
22-Mar-22,7499
23-Mar-22,7593.7
24-Mar-22,7685.2
25-Mar-22,7650.3
26-Mar-22,7680.6
27-Mar-22,7680.6
28-Mar-22,7509.8
29-Mar-22,7489.6
30-Mar-22,7549.1
31-Mar-22,7546.8
1-Apr-22,7515.1
2-Apr-22,7523.8
3-Apr-22,7523.8
4-Apr-22,7494.9
5-Apr-22,7437.7
6-Apr-22,7492.9
7-Apr-22,7534.8
8-Apr-22,7588.7
9-Apr-22,7588.8
10-Apr-22,7588.8
11-Apr-22,7629.5
12-Apr-22,7687.8
13-Apr-22,7728.3
14-Apr-22,7712.1
15-Apr-22,7718.4
16-Apr-22,7718.4
17-Apr-22,7784.8
18-Apr-22,7806
19-Apr-22,7706.6
20-Apr-22,7684
21-Apr-22,7643.9
22-Apr-22,7576.5
23-Apr-22,7595.2
24-Apr-22,7595.2
25-Apr-22,7466.9
26-Apr-22,7490.5
27-Apr-22,7421
28-Apr-22,7439.8
29-Apr-22,7441.9
30-Apr-22,7445.2
1-May-22,7445.2
2-May-22,7312
3-May-22,7318.6
4-May-22,7390.6
5-May-22,7363.3
6-May-22,7409
7-May-22,7412
8-May-22,7412
9-May-22,7380.2
10-May-22,7290.2
11-May-22,7349.9
12-May-22,7251
13-May-22,7182.9
14-May-22,7191.6
15-May-22,7191.6
16-May-22,7279.3
17-May-22,7217.1
18-May-22,7231.6
19-May-22,7349.8
20-May-22,7356.2
21-May-22,7362
22-May-22,7362
23-May-22,7382
24-May-22,7444.1
25-May-22,7382.1
26-May-22,7380.3
27-May-22,7383.8
28-May-22,7383.7
29-May-22,7383.7
30-May-22,7381.3
31-May-22,7330.3
1-Jun-22,7356.5
2-Jun-22,7448.6
3-Jun-22,7379.1
4-Jun-22,7394
5-Jun-22,7394
6-Jun-22,7343.1
7-Jun-22,7409.3
8-Jun-22,7389.4
9-Jun-22,7375.5
10-Jun-22,7484.2
11-Jun-22,7480.6
12-Jun-22,7530.9
13-Jun-22,7316.6
14-Jun-22,7243.1
15-Jun-22,7346.2
16-Jun-22,7435.8
17-Jun-22,7361.2
18-Jun-22,7388.3
19-Jun-22,7388.3
20-Jun-22,7367.8
21-Jun-22,7339
22-Jun-22,7382.2
23-Jun-22,7346
24-Jun-22,7340.4
25-Jun-22,7346.9
26-Jun-22,7346.9
27-Jun-22,7331.4
28-Jun-22,7321.8
29-Jun-22,7384.8
30-Jun-22,7314.8
1-Jul-22,7324.1
2-Jul-22,7341.1
3-Jul-22,7341.1
4-Jul-22,7330.7
5-Jul-22,7178.4
6-Jul-22,7090.7
7-Jul-22,7077.9
8-Jul-22,7062
9-Jul-22,7057.8
10-Jul-22,7057.8
11-Jul-22,7040
12-Jul-22,7048.2
13-Jul-22,7083.3
14-Jul-22,7009.9
15-Jul-22,6995.1
16-Jul-22,6989.8
17-Jul-22,6989.8
18-Jul-22,7007.9
19-Jul-22,7031.8
20-Jul-22,6955.8
21-Jul-22,7056.4
22-Jul-22,7076.6
23-Jul-22,7089
24-Jul-22,7054
25-Jul-22,7041.2
26-Jul-22,7029.6
27-Jul-22,7103.9
28-Jul-22,7195.7
29-Jul-22,7183.5
30-Jul-22,7198.4
31-Jul-22,7198.4
1-Aug-22,7193.6
2-Aug-22,7106.3
3-Aug-22,7169.6
4-Aug-22,7313.3
5-Aug-22,7215
6-Aug-22,7252.3
7-Aug-22,7252.3
8-Aug-22,7304.9
9-Aug-22,7330.6
10-Aug-22,7313.5
11-Aug-22,7299.6
12-Aug-22,7362.1
13-Aug-22,7368
14-Aug-22,7368
15-Aug-22,7270
16-Aug-22,7235.6
17-Aug-22,7197.4
18-Aug-22,7194.4
19-Aug-22,7155.9
20-Aug-22,7166.3
21-Aug-22,7166.3
22-Aug-22,7114.8
23-Aug-22,7165.7
24-Aug-22,7186.4
25-Aug-22,7200.7
26-Aug-22,7127.7
27-Aug-22,7162.8
28-Aug-22,7162.8
29-Aug-22,7184.2
30-Aug-22,7026.6
31-Aug-22,6977
1-Sep-22,6919.5
2-Sep-22,7004.2
3-Sep-22,7011
4-Sep-22,7011
5-Sep-22,7012.7
6-Sep-22,6963.1
7-Sep-22,7045.6
8-Sep-22,6989.6
9-Sep-22,6999.2
10-Sep-22,7000.9
11-Sep-22,7000.9
12-Sep-22,7052.6
13-Sep-22,6958.2
14-Sep-22,6922.3
15-Sep-22,6796.7
16-Sep-22,6855.2
17-Sep-22,6790.3
18-Sep-22,6790.3
19-Sep-22,6845.1
20-Sep-22,6813
21-Sep-22,6877.4
22-Sep-22,6935.7
23-Sep-22,6825
24-Sep-22,6873
25-Sep-22,6873
26-Sep-22,6796.8
27-Sep-22,6824.1
28-Sep-22,6993.4
29-Sep-22,6986.3
30-Sep-22,6954.2
1-Oct-22,6955.8
2-Oct-22,6955.8
3-Oct-22,7142.5
4-Oct-22,7231.4
5-Oct-22,7190.6
6-Oct-22,7213.8
7-Oct-22,7167.3
8-Oct-22,7165.3
9-Oct-22,7210.7
10-Oct-22,7053.5
11-Oct-22,7046.5
12-Oct-22,7077.8
13-Oct-22,7041.8
14-Oct-22,6955.6
15-Oct-22,6956.3
16-Oct-22,6956.3
17-Oct-22,6976.1
18-Oct-22,6978.1
19-Oct-22,6858.3
20-Oct-22,6906.4
21-Oct-22,7028
22-Oct-22,6958.3
23-Oct-22,6958.3
24-Oct-22,6976.9
25-Oct-22,7027.2
26-Oct-22,7011.7
27-Oct-22,7025.4
28-Oct-22,6995.9
29-Oct-22,6999.5
30-Oct-22,6999.5
31-Oct-22,6951.3
1-Nov-22,6988
2-Nov-22,6949.6
3-Nov-22,6931.8
4-Nov-22,7135.5
5-Nov-22,7139.3
6-Nov-22,6966.9
7-Nov-22,7068.8
8-Nov-22,7170.9
9-Nov-22,7127.7
10-Nov-22,7358.7
11-Nov-22,7328.8
12-Nov-22,7290.9
13-Nov-22,7290.9
14-Nov-22,7407.8
15-Nov-22,7396.3
16-Nov-22,7403.1
17-Nov-22,7377.8
18-Nov-22,7330.9
19-Nov-22,7334.6
20-Nov-22,7334.6
21-Nov-22,7299.3
22-Nov-22,7290.1
23-Nov-22,7362.7
24-Nov-22,7366.2
25-Nov-22,7352.1
26-Nov-22,7352.1
27-Nov-22,7352.1
28-Nov-22,7301.4
29-Nov-22,7344.2
30-Nov-22,7385.7
1-Dec-22,7518
2-Dec-22,7507.9
3-Dec-22,7500.6
4-Dec-22,7500.6
5-Dec-22,7424
6-Dec-22,7518.7
7-Dec-22,7575.3
8-Dec-22,7571.9
9-Dec-22,7608.1
10-Dec-22,7606.1
11-Dec-22,7606.1
12-Dec-22,7543.7
13-Dec-22,7681.7
14-Dec-22,7659.3
15-Dec-22,7561
16-Dec-22,7629.6
17-Dec-22,7626.5
18-Dec-22,7649.6
19-Dec-22,7584.1
20-Dec-22,7725
21-Dec-22,7705
22-Dec-22,7596.7
23-Dec-22,7642.2
24-Dec-22,7649.1
25-Dec-22,7649.1
26-Dec-22,7647.7
27-Dec-22,7723.6
28-Dec-22,7684.4
29-Dec-22,7721.3
30-Dec-22,7728.8
31-Dec-22,7735.8
1-Jan-23,7735.8
2-Jan-23,7754.8
3-Jan-23,7832.8
4-Jan-23,7875.5
5-Jan-23,7788.4
6-Jan-23,7937.7
7-Jan-23,7924
8-Jan-23,7924
9-Jan-23,7923.1
10-Jan-23,7882.6
11-Jan-23,7861.4
12-Jan-23,7937.6
13-Jan-23,8019.3
14-Jan-23,7995.8
15-Jan-23,7995.8
16-Jan-23,8043
17-Jan-23,8024.6
18-Jan-23,7940.6
19-Jan-23,8068.4
20-Jan-23,8041.2
21-Jan-23,8027.6
22-Jan-23,8027.6
23-Jan-23,8059.4
24-Jan-23,8128.4
25-Jan-23,8161.1
26-Jan-23,8093.3
27-Jan-23,8084.2
28-Jan-23,8077.1
29-Jan-23,8077.1
30-Jan-23,8043.1
31-Jan-23,8098.6
1-Feb-23,8194.1
2-Feb-23,8073.3
3-Feb-23,7840.1
4-Feb-23,7911.6
5-Feb-23,7911.6
6-Feb-23,7923.3
7-Feb-23,7939.2
8-Feb-23,7940.2
9-Feb-23,7876.9
10-Feb-23,7902.5
11-Feb-23,7903.3
12-Feb-23,7902.8
13-Feb-23,7862.7
14-Feb-23,7881.3
15-Feb-23,7805.2
16-Feb-23,7815.9
17-Feb-23,7839.3
18-Feb-23,7838.4
19-Feb-23,7766.1
20-Feb-23,7822.7
21-Feb-23,7809.3
22-Feb-23,7752.9
23-Feb-23,7746.6
24-Feb-23,7706.1
25-Feb-23,7693.1
26-Feb-23,7692
27-Feb-23,7731.7
28-Feb-23,7764.7
1-Mar-23,7787
2-Mar-23,7785.2
3-Mar-23,7878.8
4-Mar-23,7886.7
5-Mar-23,7810.1
6-Mar-23,7765.1
7-Mar-23,7600
8-Mar-23,7652.6
9-Mar-23,7708.7
10-Mar-23,7855.5
11-Mar-23,7827.8
12-Mar-23,7826.8
13-Mar-23,8074.7
14-Mar-23,8061.1
15-Mar-23,8155.8
16-Mar-23,8156.8
17-Mar-23,8353.1
18-Mar-23,8318.7
19-Mar-23,8315.2
20-Mar-23,8395.5
21-Mar-23,8228.3
22-Mar-23,8374.9
23-Mar-23,8428.1
24-Mar-23,8376.6
25-Mar-23,8386.3
26-Mar-23,8387.2
27-Mar-23,8273.9
28-Mar-23,8322.3
29-Mar-23,8294.9
30-Mar-23,8362.2
31-Mar-23,8299.8
1-Apr-23,8297.2
2-Apr-23,8297.4
3-Apr-23,8396.3
4-Apr-23,8548.2
5-Apr-23,8515
6-Apr-23,8432.2
7-Apr-23,8432.3
8-Apr-23,8432.3
9-Apr-23,8372.6
10-Apr-23,8371.5
11-Apr-23,8432.4
12-Apr-23,8495.1
13-Apr-23,8578.5
14-Apr-23,8430.7
15-Apr-23,8426.2
16-Apr-23,8426.4
17-Apr-23,8395.3
18-Apr-23,8448
19-Apr-23,8438
20-Apr-23,8453.5
21-Apr-23,8359.3
22-Apr-23,8360.9
23-Apr-23,8360.9
24-Apr-23,8354.2
25-Apr-23,8402.1
26-Apr-23,8352.2
27-Apr-23,8349.6
28-Apr-23,8353.8
29-Apr-23,8358.9
30-Apr-23,8251.2
1-May-23,8305
2-May-23,8472.1
3-May-23,8543.8
4-May-23,8611.3
5-May-23,8506
6-May-23,8500.4
7-May-23,8500
8-May-23,8485.8
9-May-23,8585.8
10-May-23,8562.3
11-May-23,8492.6
12-May-23,8495.2
13-May-23,8497.4
14-May-23,8461.6
15-May-23,8526.5
16-May-23,8406.1
17-May-23,8392.5
18-May-23,8297.8
19-May-23,8392.2
20-May-23,8372.1
21-May-23,8374.7
22-May-23,8390.1
23-May-23,8406.3
24-May-23,8308.8
25-May-23,8240.9
26-May-23,8260.6
27-May-23,8258.5
28-May-23,8270.3
29-May-23,8241.9
30-May-23,8321.1
31-May-23,8336.1
1-Jun-23,8397
2-Jun-23,8236.3
3-Jun-23,8263.8
4-Jun-23,8263.8
5-Jun-23,8306.4
6-Jun-23,8336.7
7-Jun-23,8222
8-Jun-23,8333.8
9-Jun-23,8297.8
10-Jun-23,8300.3
11-Jun-23,8301.1
12-Jun-23,8292.1
13-Jun-23,8225.5
14-Jun-23,8239
15-Jun-23,8263.7
16-Jun-23,8219.3
17-Jun-23,8225.8
18-Jun-23,8217.1
19-Jun-23,8210.8
20-Jun-23,8166.7
21-Jun-23,8140.8
22-Jun-23,8054.7
23-Jun-23,8083.2
24-Jun-23,8081.7
25-Jun-23,8036.9
26-Jun-23,8098.6
27-Jun-23,8061.4
28-Jun-23,8049.9
29-Jun-23,8030
30-Jun-23,8084.9
1-Jul-23,8087.4
2-Jul-23,8034.8
3-Jul-23,8076.6
4-Jul-23,8116.6
5-Jul-23,8089.2
6-Jul-23,8097.6
7-Jul-23,8182.9
8-Jul-23,8120.6
9-Jul-23,8120.6
10-Jul-23,8170.9
11-Jul-23,8192.6
12-Jul-23,8276.9
13-Jul-23,8334.4
14-Jul-23,8239.9
15-Jul-23,8226.9
16-Jul-23,8226.9
17-Jul-23,8234.6
18-Jul-23,8334.7
19-Jul-23,8345.1
20-Jul-23,8301.2
21-Jul-23,8264.3
22-Jul-23,8256.4
23-Jul-23,8256.4
24-Jul-23,8227.7
25-Jul-23,8257.1
26-Jul-23,8317.9
27-Jul-23,8190
28-Jul-23,8244
29-Jul-23,8241.5
30-Jul-23,8241.5
31-Jul-23,8311.7
1-Aug-23,8219.1
2-Aug-23,8221.2
3-Aug-23,8216.9
4-Aug-23,8259.4
5-Aug-23,8201.4
6-Aug-23,8201.4
7-Aug-23,8222.1
8-Aug-23,8184.2
9-Aug-23,8149.2
10-Aug-23,8138.8
11-Aug-23,8143.9
12-Aug-23,8165.5
13-Aug-23,8165.5
14-Aug-23,8158.8
15-Aug-23,8151.8
16-Aug-23,8090.5
17-Aug-23,8064.7
18-Aug-23,8064.5
19-Aug-23,8047.3
20-Aug-23,8047.3
21-Aug-23,8080.3
22-Aug-23,8086.5
23-Aug-23,8167.2
24-Aug-23,8126.2
25-Aug-23,8125.3
26-Aug-23,8133.1
27-Aug-23,8138.6
28-Aug-23,8149.8
29-Aug-23,8233
30-Aug-23,8261.4
31-Aug-23,8239.7
1-Sep-23,8248.3
2-Sep-23,8244.3
3-Sep-23,8244.3
4-Sep-23,8238.9
5-Sep-23,8230.4
6-Sep-23,8179.5
7-Sep-23,8196.9
8-Sep-23,8178.4
9-Sep-23,8178.5
10-Sep-23,8169.8
11-Sep-23,8177.4
12-Sep-23,8149.4
13-Sep-23,8133.5
14-Sep-23,8137.9
15-Sep-23,8198.2
16-Sep-23,8188.1
17-Sep-23,8188.1
18-Sep-23,8261.2
19-Sep-23,8253.5
20-Sep-23,8262.8
21-Sep-23,8202.8
22-Sep-23,8197.5
23-Sep-23,8197.3
24-Sep-23,8169.3
25-Sep-23,8175.8
26-Sep-23,8123.2
27-Sep-23,8027.9
28-Sep-23,7980.4
29-Sep-23,7890.6
30-Sep-23,7901.9
1-Oct-23,7901.9
2-Oct-23,7819.1
3-Oct-23,7801.9
4-Oct-23,7779.6
5-Oct-23,7782.8
6-Oct-23,7823.8
7-Oct-23,7801.2
8-Oct-23,7801.2
9-Oct-23,7963.5
10-Oct-23,7957.6
11-Oct-23,8008.5
12-Oct-23,7984.1
13-Oct-23,8248.3
14-Oct-23,8264.4
15-Oct-23,8264.4
16-Oct-23,8210
17-Oct-23,8206.4
18-Oct-23,8338.1
19-Oct-23,8439.2
20-Oct-23,8451.4
21-Oct-23,8458.2
22-Oct-23,8444.2
23-Oct-23,8423.9
24-Oct-23,8419.5
25-Oct-23,8459.4
26-Oct-23,8485
27-Oct-23,8583.4
28-Oct-23,8559.3
29-Oct-23,8559.3
30-Oct-23,8528.3
31-Oct-23,8484.7
1-Nov-23,8462.9
2-Nov-23,8473.5
3-Nov-23,8529.4
4-Nov-23,8530.2
5-Nov-23,8448.3
6-Nov-23,8461.9
7-Nov-23,8404.9
8-Nov-23,8335.7
9-Nov-23,8379.6
10-Nov-23,8276.2
11-Nov-23,8262.2
12-Nov-23,8262.2
13-Nov-23,8334.2
14-Nov-23,8394.2
15-Nov-23,8379.5
16-Nov-23,8483.6
17-Nov-23,8466.3
18-Nov-23,8429.2
19-Nov-23,8429.2
20-Nov-23,8464.1
21-Nov-23,8555
22-Nov-23,8512.8
23-Nov-23,8533.3
24-Nov-23,8566.5
25-Nov-23,8543.6
26-Nov-23,8543.6
27-Nov-23,8619.8
28-Nov-23,8731.1
29-Nov-23,8746.6
30-Nov-23,8720.5
1-Dec-23,8852.5
2-Dec-23,8864.4
3-Dec-23,8864.4
4-Dec-23,8704.1
5-Dec-23,8645.5
6-Dec-23,8686.7
7-Dec-23,8699.8
8-Dec-23,8570.4
9-Dec-23,8592.4
10-Dec-23,8592.4
11-Dec-23,8493.8
12-Dec-23,8474.2
13-Dec-23,8635.6
14-Dec-23,8705
15-Dec-23,8609.8
16-Dec-23,8656.7
17-Dec-23,8656.7
18-Dec-23,8640.6
19-Dec-23,8706.3
20-Dec-23,8680.6
21-Dec-23,8736.1
22-Dec-23,8780
23-Dec-23,8765.7
24-Dec-23,8765.7
25-Dec-23,8782.6
26-Dec-23,8825.1
27-Dec-23,8893.3
28-Dec-23,8882.2
29-Dec-23,8830.6
30-Dec-23,8814.3
31-Dec-23,8830.5
1-Jan-24,8838.5
2-Jan-24,8829.3
3-Jan-24,8745.6
4-Jan-24,8738.5
5-Jan-24,8733.5
6-Jan-24,8701.1
7-Jan-24,8701.1
8-Jan-24,8657.5
9-Jan-24,8671.2
10-Jan-24,8632.5
11-Jan-24,8642.3
12-Jan-24,8712
13-Jan-24,8713.2
14-Jan-24,8713.2
15-Jan-24,8737.7
16-Jan-24,8650.3
17-Jan-24,8577.3
18-Jan-24,8626.1
19-Jan-24,8662.6
20-Jan-24,8664.8
21-Jan-24,8664.8
22-Jan-24,8621.7
23-Jan-24,8657.4
24-Jan-24,8594.1
25-Jan-24,8617.7
26-Jan-24,8602.6
27-Jan-24,8610.6
28-Jan-24,8610.6
29-Jan-24,8666.9
30-Jan-24,8673.7
31-Jan-24,8654.7
1-Feb-24,8749.2
2-Feb-24,8677
3-Feb-24,8745.7
4-Feb-24,8745.7
5-Feb-24,8640.5
6-Feb-24,8693.4
7-Feb-24,8657.4
8-Feb-24,8665.9
9-Feb-24,8630.8
10-Feb-24,8624.4
11-Feb-24,8624.4
12-Feb-24,8597.5
13-Feb-24,8488.7
14-Feb-24,8492.2
15-Feb-24,8540.7
16-Feb-24,8580.4
17-Feb-24,8583.9
18-Feb-24,8583.9
19-Feb-24,8604
20-Feb-24,8623.7
21-Feb-24,8635.8
22-Feb-24,8614.9
23-Feb-24,8698.9
24-Feb-24,8684
25-Feb-24,8681.8
26-Feb-24,8644
27-Feb-24,8633.3
28-Feb-24,8641.5
29-Feb-24,8711.8
1-Mar-24,8868.9
2-Mar-24,8866.1
3-Mar-24,8840.7
4-Mar-24,9010.3
5-Mar-24,9069.6
6-Mar-24,9108.7
7-Mar-24,9172.6
8-Mar-24,9242.7
9-Mar-24,9235.7
10-Mar-24,9235.7
11-Mar-24,9273.6
12-Mar-24,9165.7
13-Mar-24,9231.4
14-Mar-24,9201.6
15-Mar-24,9184.8
16-Mar-24,9181.5
17-Mar-24,9181.5
18-Mar-24,9195.7
19-Mar-24,9202.3
20-Mar-24,9328
21-Mar-24,9314.9
22-Mar-24,9245.9
23-Mar-24,9278.4
24-Mar-24,9260
25-Mar-24,9302.8
26-Mar-24,9322.7
27-Mar-24,9396.8
28-Mar-24,9566.5
29-Mar-24,9565.6
30-Mar-24,9553.2
31-Mar-24,9566.4
1-Apr-24,9635.6
2-Apr-24,9781.5
3-Apr-24,9852.5
4-Apr-24,9817.3
5-Apr-24,9943.3
6-Apr-24,9952.8
7-Apr-24,9885.7
8-Apr-24,9984.2
9-Apr-24,10039.3
10-Apr-24,9979.7
11-Apr-24,10168.6
12-Apr-24,10029.2
13-Apr-24,10016.6
14-Apr-24,10071.9
15-Apr-24,10215.6
16-Apr-24,10240.6
17-Apr-24,10152.9
18-Apr-24,10205.6
19-Apr-24,10247.5
20-Apr-24,10234.7
21-Apr-24,10205.2
22-Apr-24,9982.6
23-Apr-24,9934.5
24-Apr-24,9921.6
25-Apr-24,9966.7
26-Apr-24,10024.7
27-Apr-24,10030.8
28-Apr-24,10019.6
29-Apr-24,10000.2
30-Apr-24,9829.4
1-May-24,10006.6
2-May-24,9871.2
3-May-24,9864.8
4-May-24,9838
5-May-24,9839.8
6-May-24,9978.8
7-May-24,9930.6
8-May-24,9908.1
9-May-24,10074.5
10-May-24,10127.8
11-May-24,10119
12-May-24,10136.7
13-May-24,10027
14-May-24,10109.5
15-May-24,10227.7
16-May-24,10201.6
17-May-24,10346
18-May-24,10332.6
19-May-24,10295.6
20-May-24,10395
21-May-24,10360.4
22-May-24,10186.5
23-May-24,9965.4
24-May-24,9957.3
25-May-24,9952.3
26-May-24,9973.8
27-May-24,10035.7
28-May-24,10096
29-May-24,10016.6
30-May-24,10025.1
31-May-24,9982.5
1-Jun-24,9979.4
2-Jun-24,9967.3
3-Jun-24,10029.1
4-Jun-24,9989.8
5-Jun-24,10094.7
6-Jun-24,10175.7
7-Jun-24,9817.3
8-Jun-24,9828.4
9-Jun-24,9909.2
10-Jun-24,9900.4
11-Jun-24,9954.8
12-Jun-24,9958.9
13-Jun-24,9904
14-Jun-24,10004.5
15-Jun-24,9985.4
16-Jun-24,9986.5
17-Jun-24,9951.3
18-Jun-24,9976.2
19-Jun-24,9983.6
20-Jun-24,10135.1
21-Jun-24,9954.6
22-Jun-24,9935.3
23-Jun-24,9933.2
24-Jun-24,9995.3
25-Jun-24,9950
26-Jun-24,9871.5
27-Jun-24,9980.9
28-Jun-24,9952.3
29-Jun-24,9952.3
30-Jun-24,9936.7
1-Jul-24,10001.1
2-Jul-24,9991.8
3-Jul-24,10112.6
4-Jul-24,10108.9
5-Jul-24,10244.5
6-Jul-24,10233.2
7-Jul-24,10268.7
8-Jul-24,10123.3
9-Jul-24,10140.5
10-Jul-24,10170.8
11-Jul-24,10363.9
12-Jul-24,10330
13-Jul-24,10327.3
14-Jul-24,10313.8
15-Jul-24,10397.2
16-Jul-24,10599.2
17-Jul-24,10546.2
18-Jul-24,10505.2
19-Jul-24,10303.5
20-Jul-24,10300.2
21-Jul-24,10300.2
22-Jul-24,10301.2
23-Jul-24,10355.3
24-Jul-24,10308.2
25-Jul-24,10167.1
26-Jul-24,10263.7
27-Jul-24,10252.6
28-Jul-24,10252.6
29-Jul-24,10256.2
30-Jul-24,10370.5
31-Jul-24,10514.5
1-Aug-24,10513.4
2-Aug-24,10500
3-Aug-24,10499.2
4-Aug-24,10410.4
5-Aug-24,10397.7
6-Aug-24,10314.2
7-Aug-24,10275.2
8-Aug-24,10466.9
9-Aug-24,10484.1
10-Aug-24,10483.7
11-Aug-24,10471.6
12-Aug-24,10665.3
13-Aug-24,10628.7
14-Aug-24,10553.1
15-Aug-24,10591.3
16-Aug-24,10814.7
17-Aug-24,10772.4
18-Aug-24,10772.4
19-Aug-24,10788.2
20-Aug-24,10792.1
21-Aug-24,10834.7
22-Aug-24,10721
23-Aug-24,10822.2
24-Aug-24,10829
25-Aug-24,10739.6
26-Aug-24,10850.8
27-Aug-24,10881.4
28-Aug-24,10792.8
29-Aug-24,10887.1
30-Aug-24,10778
31-Aug-24,10782.1
1-Sep-24,10797.9
2-Sep-24,10799.2
3-Sep-24,10748.2
4-Sep-24,10740.2
5-Sep-24,10851.8
6-Sep-24,10773.1
7-Sep-24,10789.1
8-Sep-24,10789.1
9-Sep-24,10805
10-Sep-24,10859
11-Sep-24,10826.7
12-Sep-24,11039.3
13-Sep-24,11133.8
14-Sep-24,11123
15-Sep-24,11135.6
16-Sep-24,11116.2
17-Sep-24,11063.8
18-Sep-24,11009.3
19-Sep-24,11129.3
20-Sep-24,11255.8
21-Sep-24,11255.8
22-Sep-24,11234.7
23-Sep-24,11271
24-Sep-24,11421.8
25-Sep-24,11415.7
26-Sep-24,11489.9
27-Sep-24,11402.9
28-Sep-24,11402.9
29-Sep-24,11402.9
30-Sep-24,11306.3
1-Oct-24,11456.4
2-Oct-24,11465.1
3-Oct-24,11457.7
4-Oct-24,11425.5
5-Oct-24,11476.3
6-Oct-24,11476.3
7-Oct-24,11391
8-Oct-24,11301.8
9-Oct-24,11250.4
10-Oct-24,11344.5
11-Oct-24,11474.9
12-Oct-24,11474.9
13-Oct-24,11474.9
14-Oct-24,11440.8
15-Oct-24,11493.9
16-Oct-24,11536.5
17-Oct-24,11625.2
18-Oct-24,11751.5
19-Oct-24,11751.5
20-Oct-24,11751.5
21-Oct-24,11741.1
22-Oct-24,11871.7
23-Oct-24,11735.4
24-Oct-24,11816
25-Oct-24,11879.6
26-Oct-24,11888.5
27-Oct-24,11888.5
28-Oct-24,11835.7
29-Oct-24,11981.5
30-Oct-24,12048.7
31-Oct-24,11832.6
1-Nov-24,11814.3
2-Nov-24,11805.9
3-Nov-24,11805.9
4-Nov-24,11828.5
5-Nov-24,11857
6-Nov-24,11491.2
7-Nov-24,11733.1
8-Nov-24,11636.4
9-Nov-24,11637.6
10-Nov-24,11696.7
11-Nov-24,11354
12-Nov-24,11275.7
13-Nov-24,11156.7
14-Nov-24,11121
15-Nov-24,11061.2
16-Nov-24,11093.4
17-Nov-24,11093.4
18-Nov-24,11269.7
19-Nov-24,11419.6
20-Nov-24,11450.5
21-Nov-24,11585.6
22-Nov-24,11766.3
23-Nov-24,11754.2
24-Nov-24,11754.2
25-Nov-24,11372.6
26-Nov-24,11401.4
27-Nov-24,11434.4
28-Nov-24,11437.7
29-Nov-24,11524.2
30-Nov-24,11494.9
1-Dec-24,11494.9
2-Dec-24,11475.6
3-Dec-24,11504.4
4-Dec-24,11542.3
5-Dec-24,11456.5
6-Dec-24,11465.9
7-Dec-24,11465.9
8-Dec-24,11465.9
9-Dec-24,11584.6
10-Dec-24,11748.3
11-Dec-24,11825.2
12-Dec-24,11689.7
13-Dec-24,11525.4
14-Dec-24,11510.4
15-Dec-24,11510.4
16-Dec-24,11559
17-Dec-24,11545
18-Dec-24,11284.7
19-Dec-24,11339.2
20-Dec-24,11444.6
21-Dec-24,11401.8
22-Dec-24,11401.8
23-Dec-24,11442.8
